SKU,Category,Style,Size,Amount,Core,price_level
JNE2014-KR-178-XL,kurta,JNE2014,XL,353.0,KR-178,low
JNE1951-KR-155-S,kurta,JNE1951,S,368.0,KR-155,low
JNE3870-DR-M,Western Dress,JNE3870,M,721.0,DR,High
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
JNE3479-KR-XS,kurta,JNE3479,XS,259.0,KR,low
JNE3401-KR-XS,kurta,JNE3401,XS,259.0,KR,low
MEN5022-KR-M,kurta,MEN5022,M,549.0,KR,Medium
JNE3706-DR-XXXL,Western Dress,JNE3706,3XL,413.0,DR,low
JNE3707-DR-XXXL,Western Dress,JNE3707,3XL,496.0,DR,Medium
JNE3707-DR-XXL,Western Dress,JNE3707,XXL,496.0,DR,Medium
JNE3706-DR-XXL,Western Dress,JNE3706,XXL,413.0,DR,low
JNE3702-KR-XXXL,kurta,JNE3702,3XL,342.0,KR,low
SET331-KR-NP-S,Set,SET331,S,597.0,KR-NP,Medium
JNE3784-KR-XXXL,kurta,JNE3784,3XL,458.0,KR,Medium
J0342-TP-XL,Top,J0342,XL,574.0,TP,Medium
J0230-SKD-XL,Set,J0230,XL,1112.0,SKD,Premium
SET183-KR-DH-XL,Set,SET183,XL,759.0,KR-DH,High
JNE3634-KR-L,kurta,JNE3634,L,511.0,KR,Medium
SET227-KR-PP-A-XS,Set,SET227,XS,571.0,KR-PP-A,Medium
JNE3639-TP-N-S,Top,JNE3639,S,518.0,TP-N,Medium
JNE3774-KR-S,kurta,JNE3774,S,474.0,KR,Medium
J0343-DR-XL,Western Dress,J0343,XL,744.0,DR,High
J0334-TP-S,Top,J0334,S,545.0,TP,Medium
JNE3618-KR-M,kurta,JNE3618,M,375.0,KR,low
SET269-KR-NP-XXXL,Set,SET269,3XL,824.0,KR-NP,Premium
JNE3645-TP-N-M,Top,JNE3645,M,432.0,TP-N,low
SET331-KR-NP-M,Set,SET331,M,597.0,KR-NP,Medium
SET374-KR-NP-XXXL,Set,SET374,3XL,597.0,KR-NP,Medium
SET345-KR-NP-S,Set,SET345,S,626.0,KR-NP,High
J0012-SKD-XXL,Set,J0012,XXL,1140.0,SKD,Luxury
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
J0012-SKD-L,Set,J0012,L,1213.0,SKD,Luxury
J0148-SET-XXL,Set,J0148,XXL,636.0,SET,High
JNE3623-KR-S,kurta,JNE3623,S,362.0,KR,low
JNE3694-KR-XL,kurta,JNE3694,XL,295.0,KR,low
JNE3777-KR-XXL,kurta,JNE3777,XXL,399.0,KR,low
JNE3518-KR-XL,kurta,JNE3518,XL,487.0,KR,Medium
JNE3777-KR-XL,kurta,JNE3777,XL,399.0,KR,low
JNE3777-KR-XXXL,kurta,JNE3777,3XL,399.0,KR,low
JNE3725-KR-XXL,kurta,JNE3725,XXL,442.0,KR,low
JNE3715-KR-XXL,kurta,JNE3715,XXL,283.0,KR,low
J0347-SET-XL,Set,J0347,XL,632.0,SET,High
J0382-SKD-M,Set,J0382,M,1173.0,SKD,Luxury
JNE3703-KR-XS,kurta,JNE3703,XS,316.0,KR,low
J0037-KR-XXXL,kurta,J0037,3XL,522.0,KR,Medium
SET269-KR-NP-L,Set,SET269,L,824.0,KR-NP,Premium
JNE3373-KR-XXL,kurta,JNE3373,XXL,376.0,KR,low
SET287-KR-NP-L,Set,SET287,L,666.0,KR-NP,High
SET374-KR-NP-M,Set,SET374,M,635.0,KR-NP,High
J0334-TP-M,Top,J0334,M,512.0,TP,Medium
J0249-SKD-L,Set,J0249,L,939.0,SKD,Premium
SET393-KR-NP-XXL,Set,SET393,XXL,969.0,KR-NP,Premium
JNE3405-KR-XS,kurta,JNE3405,XS,399.0,KR,low
J0230-SKD-M,Set,J0230,M,1112.0,SKD,Premium
SET110-KR-PP-XS,Set,SET110,XS,788.0,KR-PP,High
JNE3542-KR-L,kurta,JNE3542,L,329.0,KR,low
SET319-KR-NP-XS,Set,SET319,XS,835.0,KR-NP,Premium
JNE3706-DR-XXL,Western Dress,JNE3706,XXL,413.0,DR,low
J0008-SKD-XS,Set,J0008,XS,1133.0,SKD,Premium
SET186-KR-DH-S,Set,SET186,S,631.0,KR-DH,High
J0157-DR-XXL,Western Dress,J0157,XXL,588.0,DR,Medium
SET264-KR-NP-XL,Set,SET264,XL,824.0,KR-NP,Premium
JNE3773-KR-S,kurta,JNE3773,S,280.0,KR,low
J0231-SKD-M,Set,J0231,M,1281.0,SKD,Luxury
J0301-TP-XXXL,Top,J0301,3XL,463.0,TP,Medium
JNE3567-KR-M,kurta,JNE3567,M,399.0,KR,low
J0335-DR-XL,Western Dress,J0335,XL,807.0,DR,Premium
SET247-KR-SHA-M,Set,SET247,M,716.0,KR-SHA,High
J0008-SKD-M,Set,J0008,M,1065.0,SKD,Premium
JNE3659-TP-N-M,Top,JNE3659,M,493.0,TP-N,Medium
JNE3399-KR-XL,kurta,JNE3399,XL,435.0,KR,low
J0230-SKD-L,Set,J0230,L,1112.0,SKD,Premium
J0343-DR-XXL,Western Dress,J0343,XXL,744.0,DR,High
JNE3373-KR-XXL,kurta,JNE3373,XXL,376.0,KR,low
JNE3399-KR-XXL,kurta,JNE3399,XXL,435.0,KR,low
MEN5023-KR-L,kurta,MEN5023,L,549.0,KR,Medium
J0008-SKD-S,Set,J0008,S,1065.0,SKD,Premium
JNE3706-DR-L,Western Dress,JNE3706,L,413.0,DR,low
JNE3428-KR-XS,kurta,JNE3428,XS,249.0,KR,low
JNE3869-DR-XXL,Western Dress,JNE3869,XXL,721.0,DR,High
JNE3745-KR-L,kurta,JNE3745,L,316.0,KR,low
J0012-SKD-XXXL,Set,J0012,3XL,1140.0,SKD,Luxury
JNE3437-KR-L,kurta,JNE3437,L,517.0,KR,Medium
JNE3785-KR-M,kurta,JNE3785,M,362.0,KR,low
SET098-KR-PP-S,Set,SET098,S,696.0,KR-PP,High
JNE3638-KR-L,kurta,JNE3638,L,517.0,KR,Medium
JNE2100-KR-144-S,kurta,JNE2100,S,357.0,KR-144,low
MEN5004-KR-M,kurta,MEN5004,M,484.0,KR,Medium
JNE3613-KR-XL,kurta,JNE3613,XL,399.0,KR,low
SET331-KR-NP-S,Set,SET331,S,597.0,KR-NP,Medium
SET098-KR-PP-S,Set,SET098,S,696.0,KR-PP,High
JNE3421-KR-N-M,kurta,JNE3421,M,399.0,KR-N,low
JNE3405-KR-XS,kurta,JNE3405,XS,399.0,KR,low
SET246-KR-PP-XXL,Set,SET246,XXL,455.0,KR-PP,low
SET363-KR-NP-S,Set,SET363,S,1338.0,KR-NP,Luxury
SET324-KR-NP-XL,Set,SET324,XL,635.0,KR-NP,High
J0415-DR-M,Western Dress,J0415,M,899.0,DR,Premium
SET264-KR-NP-M,Set,SET264,M,824.0,KR-NP,Premium
J0277-SKD-M,Set,J0277,M,1556.0,SKD,Luxury
SET320-KR-NP-XXXL,Set,SET320,3XL,856.0,KR-NP,Premium
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
J0210-DR-XL,Ethnic Dress,J0210,XL,783.0,DR,High
JNE3399-KR-XXL,kurta,JNE3399,XXL,435.0,KR,low
J0339-DR-XL,Western Dress,J0339,XL,744.0,DR,High
JNE3636-KR-XXXL,kurta,JNE3636,3XL,459.0,KR,Medium
J0028-KR-L,kurta,J0028,L,318.0,KR,low
SET264-KR-NP-XL,Set,SET264,XL,824.0,KR-NP,Premium
J0337-TP-L,Top,J0337,L,518.0,TP,Medium
JNE3068-KR-A-M,kurta,JNE3068,M,696.0,KR-A,High
JNE3721-KR-XS,kurta,JNE3721,XS,329.0,KR,low
JNE3366-KR-1053-A-XXXL,kurta,JNE3366,3XL,376.0,KR-1053-A,low
SET268-KR-NP-XL,Set,SET268,XL,788.0,KR-NP,High
J0337-TP-XL,Top,J0337,XL,487.0,TP,Medium
JNE3645-TP-N-XL,Top,JNE3645,XL,432.0,TP-N,low
J0122-TP-XXXL,Top,J0122,3XL,329.0,TP,low
JNE3802-KR-S,kurta,JNE3802,S,459.0,KR,Medium
JNE3671-TU-XS,Top,JNE3671,XS,574.0,TU,Medium
J0396-DR-XS,Western Dress,J0396,XS,859.0,DR,Premium
J0341-DR-XS,Western Dress,J0341,XS,744.0,DR,High
JNE2251-KR-537-M,kurta,JNE2251,M,429.0,KR-537,low
SET145-KR-NP-XXXL,Set,SET145,3XL,737.0,KR-NP,High
JNE3729-KR-XL,kurta,JNE3729,XL,348.0,KR,low
J0277-SKD-S,Set,J0277,S,1463.0,SKD,Luxury
SET110-KR-PP-M,Set,SET110,M,788.0,KR-PP,High
MEN5009-KR-XL,kurta,MEN5009,XL,499.0,KR,Medium
JNE3160-KR-G-L,kurta,JNE3160,L,685.0,KR-G,High
J0281-SKD-S,Set,J0281,S,1388.0,SKD,Luxury
SET227-KR-PP-A-XS,Set,SET227,XS,571.0,KR-PP-A,Medium
J0020-SET-XS,Set,J0020,XS,571.0,SET,Medium
J0092-SET-M,Set,J0092,M,833.0,SET,Premium
SET433-KR-NP-S,Set,SET433,S,666.0,KR-NP,High
JNE3691-TU-M,Top,JNE3691,M,625.0,TU,High
SET264-KR-NP-XL,Set,SET264,XL,824.0,KR-NP,Premium
JNE3510-KR-M,kurta,JNE3510,M,442.0,KR,low
J0207-DR-S,Western Dress,J0207,S,885.0,DR,Premium
JNE3880-DR-XXXL,Western Dress,JNE3880,3XL,690.0,DR,High
J0415-DR-XXXL,Western Dress,J0415,3XL,899.0,DR,Premium
JNE3465-KR-L,kurta,JNE3465,L,486.0,KR,Medium
SET269-KR-NP-L,Set,SET269,L,824.0,KR-NP,Premium
J0301-TP-XXXL,Top,J0301,3XL,463.0,TP,Medium
JNE2132-KR-398-S,kurta,JNE2132,S,524.0,KR-398,Medium
SET278-KR-NP-M,Set,SET278,M,1432.0,KR-NP,Luxury
JNE3440-KR-N-L,kurta,JNE3440,L,399.0,KR-N,low
SET049-KR-NP-S,Set,SET049,S,573.0,KR-NP,Medium
SET375-KR-NP-L,Set,SET375,L,696.0,KR-NP,High
JNE3644-TP-N-S,Top,JNE3644,S,309.0,TP-N,low
JNE3645-TP-N-M,Top,JNE3645,M,432.0,TP-N,low
JNE3373-KR-XXXL,kurta,JNE3373,3XL,376.0,KR,low
J0281-SKD-S,Set,J0281,S,1388.0,SKD,Luxury
SET184-KR-PP-XL,Set,SET184,XL,563.0,KR-PP,Medium
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
SET287-KR-NP-L,Set,SET287,L,666.0,KR-NP,High
SET145-KR-NP-XXXL,Set,SET145,3XL,737.0,KR-NP,High
SET226-KR-PP-XL,Set,SET226,XL,799.0,KR-PP,Premium
JNE3688-TU-XL,Top,JNE3688,XL,599.0,TU,Medium
JNE3735-KR-S,kurta,JNE3735,S,399.0,KR,low
J0301-TP-XL,Top,J0301,XL,493.0,TP,Medium
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
JNE3613-KR-L,kurta,JNE3613,L,399.0,KR,low
JNE3399-KR-XL,kurta,JNE3399,XL,435.0,KR,low
J0344-TP-M,Top,J0344,M,518.0,TP,Medium
SET098-KR-PP-M,Set,SET098,M,696.0,KR-PP,High
SET121-KR-NP-XS,Set,SET121,XS,495.0,KR-NP,Medium
JNE3443-KR-XS,kurta,JNE3443,XS,487.0,KR,Medium
JNE3373-KR-S,kurta,JNE3373,S,376.0,KR,low
J0008-SKD-L,Set,J0008,L,1133.0,SKD,Premium
SET344-KR-NP-M,Set,SET344,M,968.0,KR-NP,Premium
J0048-TP-S,Top,J0048,S,339.0,TP,low
J0301-TP-S,Top,J0301,S,463.0,TP,Medium
MEN5021-KR-L,kurta,MEN5021,L,533.0,KR,Medium
MEN5022-KR-L,kurta,MEN5022,L,533.0,KR,Medium
JNE3894-TP-XXL,Top,JNE3894,XXL,751.0,TP,High
J0344-TP-XL,Top,J0344,XL,487.0,TP,Medium
SET348-KR-NP-S,Set,SET348,S,968.0,KR-NP,Premium
JNE2199-KR-411-A-XL,kurta,JNE2199,XL,353.0,KR-411-A,low
JNE3794-KR-XXL,kurta,JNE3794,XXL,517.0,KR,Medium
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
JNE3565-KR-M,kurta,JNE3565,M,329.0,KR,low
JNE3691-TU-XL,Top,JNE3691,XL,665.0,TU,High
JNE3651-TP-N-XXL,Top,JNE3651,XXL,518.0,TP-N,Medium
J0033-KR-XXXL,kurta,J0033,3XL,399.0,KR,low
SET262-KR-NP-L,Set,SET262,L,595.0,KR-NP,Medium
SET241-KR-PP-M,Set,SET241,M,357.0,KR-PP,low
JNE3633-KR-XL,kurta,JNE3633,XL,459.0,KR,Medium
SET268-KR-NP-XXL,Set,SET268,XXL,788.0,KR-NP,High
JNE3721-KR-XS,kurta,JNE3721,XS,329.0,KR,low
J0339-DR-XL,Western Dress,J0339,XL,744.0,DR,High
JNE3614-KR-L,kurta,JNE3614,L,459.0,KR,Medium
JNE3465-KR-XXXL,kurta,JNE3465,3XL,517.0,KR,Medium
JNE3790-KR-XXL,kurta,JNE3790,XXL,316.0,KR,low
J0230-SKD-M,Set,J0230,M,1112.0,SKD,Premium
JNE2270-KR-487-A-XXL,kurta,JNE2270,XXL,518.0,KR-487-A,Medium
JNE3870-DR-L,Western Dress,JNE3870,L,721.0,DR,High
SET304-KR-DPT-M,Set,SET304,M,1186.0,KR-DPT,Luxury
SET110-KR-PP-M,Set,SET110,M,788.0,KR-PP,High
JNE3373-KR-XXL,kurta,JNE3373,XXL,376.0,KR,low
J0334-TP-M,Top,J0334,M,512.0,TP,Medium
BL057-65BLACK-A,Blouse,BL057,Free,383.0,65BLACK,low
J0008-SKD-S,Set,J0008,S,1065.0,SKD,Premium
SET345-KR-NP-XXXL,Set,SET345,3XL,626.0,KR-NP,High
J0089-TP-XL,Top,J0089,XL,360.0,TP,low
J0113-TP-XL,Top,J0113,XL,540.0,TP,Medium
SET110-KR-PP-S,Set,SET110,S,788.0,KR-PP,High
SET349-KR-NP-XS,Set,SET349,XS,939.0,KR-NP,Premium
SET331-KR-NP-S,Set,SET331,S,597.0,KR-NP,Medium
J0339-DR-XXL,Western Dress,J0339,XXL,791.0,DR,Premium
SET197-KR-NP-XXL,Set,SET197,XXL,759.0,KR-NP,High
J0373-KR-XXXL,kurta,J0373,3XL,599.0,KR,Medium
SET268-KR-NP-XXL,Set,SET268,XXL,788.0,KR-NP,High
J0095-SET-XL,Set,J0095,XL,653.0,SET,High
SET291-KR-PP-S,Set,SET291,S,563.0,KR-PP,Medium
J0344-TP-L,Top,J0344,L,487.0,TP,Medium
J0373-KR-S,kurta,J0373,S,599.0,KR,Medium
J0189-TP-XXL,Top,J0189,XXL,329.0,TP,low
JNE3451-KR-XXL,kurta,JNE3451,XXL,380.0,KR,low
JNE3618-KR-XL,kurta,JNE3618,XL,375.0,KR,low
J0285-SKD-XL,Set,J0285,XL,1432.0,SKD,Luxury
J0118-TP-L,Top,J0118,L,487.0,TP,Medium
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
MEN5017-KR-L,kurta,MEN5017,L,549.0,KR,Medium
BL102-S,Blouse,BL102,S,259.0,null,low
JNE3449-KR-XXL,kurta,JNE3449,XXL,319.0,KR,low
J0402-DR-M,Western Dress,J0402,M,825.0,DR,Premium
JNE3429-KR-M,kurta,JNE3429,M,299.0,KR,low
J0247-SKD-L,Set,J0247,L,820.0,SKD,Premium
JNE3783-KR-XXXL,kurta,JNE3783,3XL,487.0,KR,Medium
J0343-DR-S,Western Dress,J0343,S,744.0,DR,High
SET393-KR-NP-XS,Set,SET393,XS,969.0,KR-NP,Premium
JNE3673-TU-XS,Top,JNE3673,XS,599.0,TU,Medium
SET291-KR-PP-XXXL,Set,SET291,3XL,563.0,KR-PP,Medium
SET405-KR-NP-M,Set,SET405,M,725.0,KR-NP,High
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
J0341-DR-S,Western Dress,J0341,S,744.0,DR,High
J0230-SKD-XS,Set,J0230,XS,1112.0,SKD,Premium
SET268-KR-NP-M,Set,SET268,M,788.0,KR-NP,High
SET128-KR-DH-XL,Set,SET128,XL,1133.0,KR-DH,Premium
SET305-KR-DPT-XXL,Set,SET305,XXL,939.0,KR-DPT,Premium
SET264-KR-NP-XXL,Set,SET264,XXL,824.0,KR-NP,Premium
J0377-SKD-M,Set,J0377,M,1099.0,SKD,Premium
SET361-KR-NP-XS,Set,SET361,XS,1126.0,KR-NP,Premium
SET268-KR-NP-L,Set,SET268,L,788.0,KR-NP,High
J0308-DR-XXL,Western Dress,J0308,XXL,625.0,DR,High
J0230-SKD-L,Set,J0230,L,1112.0,SKD,Premium
JNE3706-DR-XXL,Western Dress,JNE3706,XXL,413.0,DR,low
NW014-ST-SR-XXL,Set,NW014,XXL,560.0,ST-SR,Medium
J0335-DR-M,Western Dress,J0335,M,807.0,DR,Premium
J0339-DR-XL,Western Dress,J0339,XL,744.0,DR,High
JNE3715-KR-XS,kurta,JNE3715,XS,283.0,KR,low
JNE3384-KR-XS,kurta,JNE3384,XS,295.0,KR,low
JNE3399-KR-L,kurta,JNE3399,L,435.0,KR,low
SET393-KR-NP-XXL,Set,SET393,XXL,969.0,KR-NP,Premium
J0301-TP-XXL,Top,J0301,XXL,463.0,TP,Medium
J0230-SKD-XS,Set,J0230,XS,1112.0,SKD,Premium
JNE3761-KR-L,kurta,JNE3761,L,291.0,KR,low
SET393-KR-NP-XXXL,Set,SET393,3XL,969.0,KR-NP,Premium
SET433-KR-NP-S,Set,SET433,S,666.0,KR-NP,High
SET110-KR-PP-S,Set,SET110,S,788.0,KR-PP,High
JNE3468-KR-XL,kurta,JNE3468,XL,363.0,KR,low
SET331-KR-NP-XL,Set,SET331,XL,635.0,KR-NP,High
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
J0335-DR-M,Western Dress,J0335,M,807.0,DR,Premium
MEN5023-KR-L,kurta,MEN5023,L,549.0,KR,Medium
NW029-ST-SR-XL,Set,NW029,XL,474.0,ST-SR,Medium
JNE3405-KR-XS,kurta,JNE3405,XS,399.0,KR,low
SET229-KR-PP-M,Set,SET229,M,888.0,KR-PP,Premium
MEN5004-KR-L,kurta,MEN5004,L,484.0,KR,Medium
JNE3802-KR-XS,kurta,JNE3802,XS,459.0,KR,Medium
SET268-KR-NP-S,Set,SET268,S,788.0,KR-NP,High
SET098-KR-PP-S,Set,SET098,S,696.0,KR-PP,High
JNE3567-KR-M,kurta,JNE3567,M,399.0,KR,low
SET324-KR-NP-XL,Set,SET324,XL,635.0,KR-NP,High
SET253-KR-NP-L,Set,SET253,L,737.0,KR-NP,High
JNE3701-KR-XL,kurta,JNE3701,XL,399.0,KR,low
JNE3721-KR-M,kurta,JNE3721,M,329.0,KR,low
SET183-KR-DH-S,Set,SET183,S,759.0,KR-DH,High
JNE3617-KR-S,kurta,JNE3617,S,299.0,KR,low
J0233-SKD-L,Set,J0233,L,1299.0,SKD,Luxury
J0280-SKD-XS,Set,J0280,XS,1463.0,SKD,Luxury
JNE3405-KR-XXXL,kurta,JNE3405,3XL,399.0,KR,low
MEN5019-KR-M,kurta,MEN5019,M,476.0,KR,Medium
J0230-SKD-M,Set,J0230,M,1112.0,SKD,Premium
J0341-DR-XXXL,Western Dress,J0341,3XL,744.0,DR,High
JNE3703-KR-L,kurta,JNE3703,L,316.0,KR,low
J0230-SKD-L,Set,J0230,L,1112.0,SKD,Premium
MEN5004-KR-XXXL,kurta,MEN5004,3XL,484.0,KR,Medium
SET349-KR-NP-XXXL,Set,SET349,3XL,968.0,KR-NP,Premium
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
SET268-KR-NP-XL,Set,SET268,XL,788.0,KR-NP,High
SET268-KR-NP-XXL,Set,SET268,XXL,788.0,KR-NP,High
SET413-KR-NP-XXL,Set,SET413,XXL,852.0,KR-NP,Premium
JNE3373-KR-XXXL,kurta,JNE3373,3XL,376.0,KR,low
JNE3364-KR-1051-A-L,kurta,JNE3364,L,376.0,KR-1051-A,low
JNE3613-KR-L,kurta,JNE3613,L,399.0,KR,low
SET393-KR-NP-XXXL,Set,SET393,3XL,969.0,KR-NP,Premium
SET268-KR-NP-S,Set,SET268,S,788.0,KR-NP,High
SET073-KR-SHA-M,Set,SET073,M,824.0,KR-SHA,Premium
SET268-KR-NP-L,Set,SET268,L,788.0,KR-NP,High
SET197-KR-NP-XXL,Set,SET197,XXL,759.0,KR-NP,High
J0230-SKD-XS,Set,J0230,XS,1112.0,SKD,Premium
SET100-KR-PP-XS,Set,SET100,XS,816.0,KR-PP,Premium
J0230-SKD-XS,Set,J0230,XS,1112.0,SKD,Premium
J0215-BL-XXL,Blouse,J0215,XXL,545.0,BL,Medium
SET374-KR-NP-M,Set,SET374,M,635.0,KR-NP,High
J0349-SET-S,Set,J0349,S,801.0,SET,Premium
JNE3748-KR-XXXL,kurta,JNE3748,3XL,517.0,KR,Medium
SET349-KR-NP-XS,Set,SET349,XS,939.0,KR-NP,Premium
JNE3363-KR-1032-XXL,kurta,JNE3363,XXL,376.0,KR-1032,low
J0344-TP-XXXL,Top,J0344,3XL,487.0,TP,Medium
J0349-SET-M,Set,J0349,M,801.0,SET,Premium
J0349-SET-S,Set,J0349,S,801.0,SET,Premium
JNE3716-KR-L,kurta,JNE3716,L,399.0,KR,low
J0328-KR-XS,kurta,J0328,XS,939.0,KR,Premium
SET268-KR-NP-XS,Set,SET268,XS,788.0,KR-NP,High
J0355-KR-L,kurta,J0355,L,635.0,KR,High
JNE3869-DR-L,Western Dress,JNE3869,L,721.0,DR,High
J0131-KR-XXXL,kurta,J0131,3XL,345.0,KR,low
JNE3780-KR-XXL,kurta,JNE3780,XXL,342.0,KR,low
J0008-SKD-S,Set,J0008,S,1065.0,SKD,Premium
MEN5025-KR-M,kurta,MEN5025,M,533.0,KR,Medium
JNE3764-KR-S,kurta,JNE3764,S,487.0,KR,Medium
JNE3636-KR-S,kurta,JNE3636,S,459.0,KR,Medium
JNE3793-KR-XXL,kurta,JNE3793,XXL,368.0,KR,low
JNE3727-KR-XXL,kurta,JNE3727,XXL,549.0,KR,Medium
NW008-ST-CP-S,Set,NW008,S,582.0,ST-CP,Medium
SET374-KR-NP-M,Set,SET374,M,635.0,KR-NP,High
J0118-TP-L,Top,J0118,L,487.0,TP,Medium
J0118-TP-L,Top,J0118,L,487.0,TP,Medium
JNE3784-KR-S,kurta,JNE3784,S,458.0,KR,Medium
J0230-SKD-M,Set,J0230,M,1112.0,SKD,Premium
JNE3365-KR-1052-XL,kurta,JNE3365,XL,376.0,KR-1052,low
SET094-KR-NP-XXXL,Set,SET094,3XL,758.0,KR-NP,High
SET268-KR-NP-XXL,Set,SET268,XXL,788.0,KR-NP,High
J0336-TP-S,Top,J0336,S,599.0,TP,Medium
SET273-KR-NP-S,Set,SET273,S,612.0,KR-NP,High
JNE3785-KR-XXXL,kurta,JNE3785,3XL,362.0,KR,low
JNE2014-KR-178-S,kurta,JNE2014,S,353.0,KR-178,low
J0339-DR-S,Western Dress,J0339,S,744.0,DR,High
SET313-KR-NP-M,Set,SET313,M,1099.0,KR-NP,Premium
SET323-KR-NP-XXL,Set,SET323,XXL,939.0,KR-NP,Premium
J0095-SET-M,Set,J0095,M,653.0,SET,High
J0097-KR-M,kurta,J0097,M,568.0,KR,Medium
SET258-KR-PP-XL,Set,SET258,XL,881.0,KR-PP,Premium
JNE3504-KR-L,kurta,JNE3504,L,487.0,KR,Medium
JNE3735-KR-L,kurta,JNE3735,L,399.0,KR,low
J0157-DR-S,Western Dress,J0157,S,588.0,DR,Medium
JNE3405-KR-L,kurta,JNE3405,L,399.0,KR,low
JNE3429-KR-M,kurta,JNE3429,M,299.0,KR,low
J0343-DR-M,Western Dress,J0343,M,744.0,DR,High
J0310-TP-XL,Top,J0310,XL,339.0,TP,low
JNE2014-KR-178-L,kurta,JNE2014,L,353.0,KR-178,low
JNE3618-KR-L,kurta,JNE3618,L,399.0,KR,low
J0339-DR-S,Western Dress,J0339,S,744.0,DR,High
JNE3261-KR-XS,kurta,JNE3261,XS,348.0,KR,low
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
BL099-S,Blouse,BL099,S,259.0,null,low
BL100-S,Blouse,BL100,S,259.0,null,low
J0334-TP-S,Top,J0334,S,545.0,TP,Medium
J0382-SKD-XXL,Set,J0382,XXL,1173.0,SKD,Luxury
JNE3461-KR-XXL,kurta,JNE3461,XXL,363.0,KR,low
J0252-SKD-XS,Set,J0252,XS,939.0,SKD,Premium
JNE3373-KR-XXL,kurta,JNE3373,XXL,376.0,KR,low
JNE3794-KR-XXL,kurta,JNE3794,XXL,517.0,KR,Medium
JNE3716-KR-XXXL,kurta,JNE3716,3XL,399.0,KR,low
JNE3431-KR-XS,kurta,JNE3431,XS,349.0,KR,low
SET226-KR-PP-M,Set,SET226,M,799.0,KR-PP,Premium
SET184-KR-PP-XL,Set,SET184,XL,563.0,KR-PP,Medium
SET264-KR-NP-M,Set,SET264,M,824.0,KR-NP,Premium
JNE3405-KR-XXXL,kurta,JNE3405,3XL,399.0,KR,low
JNE3336-KR-XS,kurta,JNE3336,XS,345.0,KR,low
JNE3468-KR-XS,kurta,JNE3468,XS,363.0,KR,low
J0077-SKD-M,Set,J0077,M,1158.0,SKD,Luxury
MEN5003-KR-XXL,kurta,MEN5003,XXL,449.0,KR,low
MEN5002-KR-XXL,kurta,MEN5002,XXL,499.0,KR,Medium
JNE2305-KR-533-L,kurta,JNE2305,L,357.0,KR-533,low
J0335-DR-L,Western Dress,J0335,L,807.0,DR,Premium
SET393-KR-NP-XXXL,Set,SET393,3XL,969.0,KR-NP,Premium
SET209-KR-PP-XS,Set,SET209,XS,548.0,KR-PP,Medium
JNE3654-TP-M,Top,JNE3654,M,387.0,TP,low
JNE3801-KR-M,kurta,JNE3801,M,725.0,KR,High
JNE3399-KR-XS,kurta,JNE3399,XS,435.0,KR,low
J0339-DR-XL,Western Dress,J0339,XL,744.0,DR,High
J0157-DR-XXL,Western Dress,J0157,XXL,588.0,DR,Medium
SET356-KR-NP-S,Set,SET356,S,1099.0,KR-NP,Premium
JNE3645-TP-N-L,Top,JNE3645,L,432.0,TP-N,low
JNE3500-KR-XXL,kurta,JNE3500,XXL,364.0,KR,low
SET316-KR-DPT-S,Set,SET316,S,1149.0,KR-DPT,Luxury
SET349-KR-NP-M,Set,SET349,M,968.0,KR-NP,Premium
SET264-KR-NP-XL,Set,SET264,XL,824.0,KR-NP,Premium
J0008-SKD-L,Set,J0008,L,1133.0,SKD,Premium
JNE3609-KR-S,kurta,JNE3609,S,568.0,KR,Medium
SET331-KR-NP-L,Set,SET331,L,597.0,KR-NP,Medium
JNE3636-KR-XL,kurta,JNE3636,XL,459.0,KR,Medium
JNE3762-KR-XL,kurta,JNE3762,XL,329.0,KR,low
SET183-KR-DH-XL,Set,SET183,XL,759.0,KR-DH,High
J0213-TP-XL,Top,J0213,XL,599.0,TP,Medium
JNE3468-KR-XL,kurta,JNE3468,XL,363.0,KR,low
JNE3435-KR-XL,kurta,JNE3435,XL,487.0,KR,Medium
SET251-KR-PP-M,Set,SET251,M,759.0,KR-PP,High
JNE3567-KR-XL,kurta,JNE3567,XL,399.0,KR,low
J0292-TP-XXL,Top,J0292,XXL,377.0,TP,low
J0301-TP-S,Top,J0301,S,463.0,TP,Medium
JNE3799-KR-M,kurta,JNE3799,M,666.0,KR,High
SET268-KR-NP-XXL,Set,SET268,XXL,788.0,KR-NP,High
SET110-KR-PP-L,Set,SET110,L,788.0,KR-PP,High
J0008-SKD-L,Set,J0008,L,1133.0,SKD,Premium
JNE3718-KR-XL,kurta,JNE3718,XL,406.0,KR,low
